vol_bucket,nn_mae,nn_rmse,nn_bias,binomial_mean,nn_mean,count
high vol (>0.20),0.08526624013832865,0.10231179864310735,0.005014608936512936,13.391616539840324,13.396631148776837,112
low vol (<=0.20),0.07913018169440458,0.1058306280551389,-0.04954519214733336,9.578670089802566,9.529124897655233,56
