maturity_bucket,nn_mae,nn_rmse,nn_bias,binomial_mean,nn_mean,count
long (>0.5y),0.07331842855248383,0.09313608090083686,0.0006306271922217868,13.784992851200538,13.78562347839276,84
short (<=0.5y),0.09312334609489079,0.11291305141381958,-0.02697461004176011,10.45627592845494,10.429301318413179,84
